LigandID,pIC50,canonical_smiles,ATSC4c,ATSC7i,GATS4d,SdCH2,SdssC,BIC4,SMR_VSA4,n7Ring,n7HRing,nG12FARing
CHEMBL3806084,4.3,COc1cc(-c2nn(-c3ccccc3)cc2C(=O)/C=C\Nc2ccc(C(F)(F)F)cc2)cc(OC)c1OC,0.282954814,6.278403466,1.092855059,0,-0.379310621,0.861894591,0,0,0,0
CHEMBL4759457,4.52,COc1cccc(Cn2cc(C(=O)N3CCN(S(=O)(=O)c4ccccc4)CC3)nn2)c1,0.016614286,22.75496252,1.192435294,0,-0.255878422,0.857892643,0,0,0,0
CHEMBL4066802,6.34,N#Cc1cc2c(s1)C(=O)c1ccccc1C2=O,-0.070199781,-8.473943134,1.308510638,0,-0.338287037,0.829971697,0,0,0,1
CHEMBL4104457,4.52,CC(=O)/C=C/c1cc2c(s1)C(=O)c1ccccc1C2=O,-0.09831325,-8.654883578,1.142812106,0,-0.325082305,0.848968772,0,0,0,1
CHEMBL3822650,4.55,CNC1=CC(=O)C(C(C)(C)C)=CC1=O,0.011667394,12.75044873,0.929079956,0,0.724976852,0.703015626,5.414990469,0,0,0
CHEMBL3810177,4.79,O=C(CCCN=C=S)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,-0.041246682,-18.3202134,1.06518415,0,-0.076604636,0.910350743,4.992404733,0,0,0
CHEMBL1257317,5.52,COc1cc(/C=C2\CNC/C(=C\c3ccc(O)c(OC)c3)C2=O)ccc1O,-0.340660185,3.315468377,1.149401432,0,1.185005616,0.745726394,0,0,0,0
CHEMBL3805083,4.68,COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)/C=C\Nc2ccc(Cl)cc2)cc1,0.075298641,-14.22462626,0.969340165,0,-0.1579049,0.919734623,0,0,0,0
CHEMBL3805926,4.46,COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)/C=C\Nc2ccc(O)cc2)cc1,0.005896279,-13.55442235,0.952297858,0,-0.181224516,0.921401858,0,0,0,0
CHEMBL4800070,4.52,COc1cccc(Cn2cc(C(=O)N3CCN(S(=O)(=O)c4ccc(C(C)(C)C)cc4)CC3)nn2)c1,-0.01445826,-5.451552023,0.900333615,0,-0.256046007,0.807413131,0,0,0,0
CHEMBL4589636,5.98,COc1cc(C(C(=O)NC(C)(C)C)N(CCC(C)C)C(=O)/C=C/C(=O)c2ccc(F)cc2)cc(OC)c1OC,-0.226096343,-33.5443632,1.055648207,0,-1.405832065,0.805646909,5.917906046,0,0,0
CHEMBL4083697,4.51,NS(=O)(=O)c1cc(-c2nnc(/C=C/c3ccc(Br)cc3)o2)c(Cl)cc1SCc1ccccc1,0.025482819,2.184957786,0.862379689,0,0,0.910612425,5.138973738,0,0,0
CHEMBL4065301,4.26,COc1cccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1OC,0.495168732,11.97202158,1.368164657,0,0,0.860780865,0,0,0,0
CHEMBL3613546,4.3,COc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3cc(Cl)ccc3[nH]2)cc1,0.131407258,2.567394814,0.916879489,0,0,0.910315104,0,0,0,0
CHEMBL3613538,4.3,COc1ccc2[nH]c(-c3cn(-c4ccccc4)nc3-c3ccc(Cl)cc3)nc2c1,0.230071507,9.127309317,0.925139665,0,0,0.910315104,0,0,0,0
CHEMBL4860238,4.34,Cc1ccc(/N=N/N(C)C(=O)CCc2ccc(O)cc2)cc1,-0.077299741,-14.45155033,0.737078652,0,-0.107466039,0.890888274,10.33750304,0,0,0
CHEMBL4456946,4.52,O=Cc1c(O)ccc2oc(-c3ccco3)nc12,-0.008010495,-3.870926562,1.024050885,0,0,0.908922339,0,0,0,0
CHEMBL4787581,4.52,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cn(Cc4cccc(OC)c4)nn3)CC2)cc1,-0.103247083,10.30891432,1.116561181,0,-0.270011419,0.833445337,0,0,0,0
CHEMBL1255826,4.81,COc1cc(/C=C2\CN(C(=O)CCC(=O)NCCCNCCCCNCCCN)C/C(=C\c3ccc(O)c(OC)c3)C2=O)ccc1O,-0.59420996,21.26374597,1.027648151,0,0.047277584,0.81362082,5.733667477,0,0,0
CHEMBL4850897,3.82,CC(=O)c1ccc(/N=N/N(C)C(=O)NCCSc2ccc(O)cc2)cc1,-0.170851382,-14.44868141,0.901567944,0,-0.379101282,0.900559939,10.33750304,0,0,0
CHEMBL4160289,5,Cc1cccc(CSc2cc(Cl)c(C)cc2S(=O)(=O)/N=C(\N)n2nccc2-c2ccccc2)c1,0.281810394,-29.8555494,1.180050913,0,-0.244360843,0.895535947,10.13137847,0,0,0
CHEMBL4452177,5.26,Cc1ccc(C(=O)/C=C/C(=O)N(C2CC2)C(C(=O)NCc2ccccc2)c2ncc(C)cn2)cc1,-0.428702325,-14.25196041,1.103007788,0,-1.05650278,0.909151706,0,0,0,0
CHEMBL4100731,4.52,CCc1noc(-c2cc(C(C)=O)cs2)n1,-0.048839017,-2.761498305,0.932642487,0,0.048824352,0.844428627,0,0,0,0
CHEMBL4847030,4.22,CN/N=N/c1ccc(Br)cc1,-0.016056077,-5.26747263,1.088016967,0,0,0.883743898,10.33750304,0,0,0
CHEMBL4760497,3.91,COc1ccc(Nc2nnnn2-c2ccccc2F)cc1,-0.202121684,10.04725457,1.006711409,0,0,0.903071789,0,0,0,0
CHEMBL4760695,3.81,COc1ccc(-n2nnnc2Nc2ccc(F)cc2)cc1,-0.157096426,33.61912718,0.912751678,0,0,0.903071789,0,0,0,0
CHEMBL3613521,4.3,Cc1cc2nc(-c3cn(-c4ccccc4)nc3-c3ccccc3)[nH]c2cc1C,0.231710997,13.24319376,0.980943739,0,0,0.870029254,0,0,0,0
CHEMBL3613549,4.3,COc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3cc(C(F)(F)F)ccc3[nH]2)cc1,-0.013689521,8.087434837,0.86750306,0,0,0.900083318,0,0,0,0
CHEMBL4167345,4.1,Cc1ccc(-n2nnnc2NCc2ccco2)cc1Cl,-0.226575138,-3.820054453,0.861111111,0,0,0.893861555,0,0,0,0
CHEMBL4542630,4.19,C/C=C/C(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.453316337,13.10793122,1.072029148,0,-1.367955539,0.857983807,0,0,0,0
CHEMBL4459518,5.08,CN(CCOC(=O)/C=C/C(=O)c1ccc(F)cc1)C(C(=O)NC(C)(C)C)c1ccc(F)cc1,-0.178010403,-57.22317527,0.980668285,0,-1.455226649,0.844221749,0,0,0,0
CHEMBL4090554,5.19,CCc1noc(C=C2c3ccccc3C(=O)c3ccccc32)n1,0.045124677,4.892974831,1.337108954,0,0.981693857,0.775753322,0,0,0,1
CHEMBL4212222,4.16,COC1OC(=O)C(Br)=C1Nc1ccc(-c2ccc(N)cc2)cc1,-0.064937956,-9.867964301,0.910725853,0,0.446796521,0.879553368,0,0,0,0
CHEMBL3810326,4.78,O=C(CCCCCN=C=S)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.064360158,5.953902927,1.003294893,0,-0.012933607,0.908708402,4.992404733,0,0,0
CHEMBL3633645,6.25,COc1ccc(C(NC(=O)CC2c3cccc(O)c3C(=O)c3c(O)cccc32)c2ccc(OC)cc2)cc1,0.271851453,-0.860661686,1.164672279,0,-0.720582232,0.791413827,0,0,0,1
CHEMBL3613529,4.3,Cc1ccc2[nH]c(-c3cn(-c4ccccc4)nc3-c3ccc(F)cc3)nc2c1,0.19759798,9.873958906,0.943627451,0,0,0.908182006,0,0,0,0
CHEMBL4776448,5.36,COc1cc2c(c(OC)c1OC)-c1cc3c(cc1[C@@H](NC(C)=O)CC2)OC/C3=C\c1ccccc1,0.210451428,-5.248317211,1.34631866,0,1.037434329,0.854437106,0,1,0,1
CHEMBL4127231,3.47,C/C(C#Cc1ccccc1)=N\N/C(N)=N/S(=O)(=O)c1cc(C)c(Cl)cc1SCc1ccccc1Cl,0.267909843,-58.53923835,1.115103605,0,0.016889603,0.895535947,15.232786,0,0,0
CHEMBL4100139,3.8,NS(=O)(=O)c1cc(-c2nnc(/C=C/c3c(Cl)cccc3Cl)o2)c(Cl)cc1SCc1ccccc1,0.079858978,0.894339679,0.885860766,0,0,0.910612425,5.138973738,0,0,0
CHEMBL4090323,4.51,Fc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,0.38085213,-10.17090831,1.079478661,0,0,0.907487504,0,0,0,0
CHEMBL4749944,5.35,COc1cc2c(c(OC)c1OC)-c1cc3c(cc1[C@@H](NC(C)=O)CC2)OC/C3=C(\C)CCC=C(C)C,0.283289019,-23.73765852,1.232097178,0,3.836518076,0.825647057,0,1,0,1
CHEMBL3613524,4.3,Fc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3[nH]2)cc1,0.17351538,4.4783856,0.993939394,0,0,0.91237892,0,0,0,0
CHEMBL4061113,4.52,CCc1noc(-c2cc3c(OC)c4ccccc4cc3s2)n1,-0.024053879,-24.44183194,1.266385135,0,0,0.863187826,0,0,0,0
CHEMBL4761812,5.36,CC(C)(C)c1ccc(S(=O)(=O)N2CCN(C(=O)c3cn(Cc4cccc(Oc5ccccc5)c4)nn3)CC2)cc1,-0.013756042,-30.47867023,0.938611306,0,-0.264824332,0.826349379,0,0,0,0
CHEMBL4516379,3.85,CCCCCCCC/C=C/CCCCCCCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.446859372,14.44540219,0.97110837,0,-1.131132398,0.825443069,0,0,0,0
CHEMBL3613530,4.3,Fc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3cc(C(F)(F)F)ccc3[nH]2)cc1,0.029653276,9.401261689,0.884866767,0,0,0.908182006,0,0,0,0
CHEMBL4175391,4.74,Cc1cc(S(=O)(=O)/N=C(\N)n2nccc2-c2ccccc2)c(SCc2ccccc2C)cc1Cl,0.277401585,-31.43041548,1.104613868,0,-0.244157462,0.889885253,10.13137847,0,0,0
CHEMBL3823611,4.68,CC(C)(C)C1=CC(=O)C=C(NCc2ccccc2)C1=O,0.013697782,6.704184105,0.976601852,0,0.712923648,0.78865942,5.414990469,0,0,0
CHEMBL4173187,5.02,COc1cc(/C=C\c2cccc(OC)c2SC)cc(OC)c1OC,0.335451654,28.38476927,1.660398696,0,0,0.779335343,0,0,0,0
CHEMBL4867517,4.12,CN(/N=N/c1ccc(Cl)cc1)C(=O)CCc1ccc(O)cc1,-0.104494265,-16.28609366,0.760822511,0,-0.133529139,0.903313615,10.33750304,0,0,0
CHEMBL4128210,5.05,Cc1cccc(CSc2cc(Cl)c(C)cc2S(=O)(=O)/N=C(\N)N/N=C/C#Cc2ccccc2)c1,0.337596437,-53.54282864,1.182919443,0,-0.375001537,0.895535947,15.232786,0,0,0
CHEMBL4061912,4,c1coc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1,0.354985547,-5.401610914,1.215277778,0,0,0.903439467,0,0,0,0
CHEMBL1556,3.6,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.101127849,-5.728071415,1.021176471,0,0,0.938616749,0,0,0,0
CHEMBL4105543,4.52,CCc1nc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)no1,-0.016411476,-14.62993817,1.182157395,0,-0.291324903,0.82246373,0,0,0,1
CHEMBL4761915,8.52,C=C1COc2cc3c(cc21)-c1c(cc(OC)c(OC)c1OC)CC[C@@H]3NC(=O)CO,0.003883145,-22.15599073,1.322208524,4.104473321,0.471150925,0.840584917,0,1,0,1
CHEMBL4171002,4.7,COc1cc(-c2ncn(C)c2-c2cc(Br)c(SC)c(OC)c2)cc(OC)c1OC,0.058911238,27.43087991,1.465999839,0,0,0.787723506,7.047671983,0,0,0
CHEMBL3805690,4.63,O=C(/C=C\Nc1ccc(Cl)cc1)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,0.126537989,-10.09198201,0.984661429,0,-0.163338285,0.922164552,0,0,0,0
CHEMBL4165938,5.89,COc1ccc(-c2ocnc2-c2cc(OC)c(OC)c(OC)c2)cc1S,-0.041316984,17.15030282,1.33090379,0,0,0.784566836,0,0,0,0
CHEMBL4092671,5.43,Cc1nnc(-c2cc3c(s2)C(=O)c2ccccc2C3=O)s1,-0.028663594,-5.106324168,1.203125,0,-0.179051398,0.837532291,0,0,0,1
CHEMBL3822555,4.64,CC(C)(C)C1=CC(=O)C=C(NCCc2ccccc2)C1=O,0.080112859,10.03435341,1.030817377,0,0.775430577,0.798141895,5.414990469,0,0,0
CHEMBL3805449,4.3,O=C(/C=C\Nc1ccc(F)cc1)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,0.083854652,-8.674855278,0.984661429,0,-0.211349259,0.929283708,0,0,0,0
CHEMBL3613536,4.3,Clc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3cc(Cl)ccc3[nH]2)cc1,0.183144834,7.631442881,0.942171717,0,0,0.920507838,0,0,0,0
CHEMBL4742981,3.99,COc1ccc(Nc2nnnn2-c2ccc(Cl)cc2)cc1,-0.114540556,17.55279179,0.912751678,0,0,0.903071789,0,0,0,0
CHEMBL60786,5.74,O=C1c2ccccc2C(=O)c2sc([N+](=O)[O-])cc21,-0.307562597,-8.573959826,1.21462084,0,-0.650138889,0.845035556,0,0,0,1
CHEMBL3613518,4.3,Cc1ccc2[nH]c(-c3cn(-c4ccccc4)nc3-c3ccccc3)nc2c1,0.215406567,11.37402283,1.004056795,0,0,0.90068809,0,0,0,0
CHEMBL4094647,4.26,Nc1ccc(O)c(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1,0.53666826,-11.93786337,1.102812464,0,0,0.905791917,0,0,0,0
CHEMBL3823736,4.55,CC(C)(C)C1=CC(=O)C(NCc2ccccc2)=CC1=O,-0.030737197,14.42268302,0.876266046,0,0.706233308,0.78865942,5.414990469,0,0,0
CHEMBL1075971,5.43,COC(=O)[C@@]12Oc3ccc(-c4ccc5c(c4O)C(O)C4=C(O)C[C@H](C)[C@@H](O)[C@]4(C(=O)OC)O5)c(O)c3C(=O)C1=C(O)C[C@H](C)[C@H]2O,1.181774014,-20.66313988,1.330855689,0,-5.262444707,0.870875143,11.83581209,0,0,2
CHEMBL4103370,5.02,Clc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,0.395573037,-11.09493677,1.079478661,0,0,0.907487504,0,0,0,0
CHEMBL3613537,4.3,Clc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3cc(Br)ccc3[nH]2)cc1,0.182721222,10.38087383,0.942171717,0,0,0.920507838,0,0,0,0
CHEMBL4105390,5.48,CC(C)C(=O)Nc1cc2c(s1)C(=O)c1ccccc1C2=O,-0.188384699,-10.65268833,0.928039702,0,-0.455786197,0.80521182,5.917906046,0,0,1
CHEMBL4164739,4.72,Cc1cc(S(=O)(=O)/N=C(\N)n2nccc2-c2ccccc2)c(SCc2ccc(C(F)(F)F)cc2)cc1Cl,0.310904261,-28.48191102,1.03723049,0,-0.351717051,0.895535947,10.13137847,0,0,0
CHEMBL4465959,3.82,COc1ccc(/C=C2\NC(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C2=O)cc1OC1CCCC1,-0.138537044,2.406862389,1.122356065,0,-0.364295598,0.849200343,0,0,0,0
CHEMBL3613525,4.3,Fc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3cc(F)ccc3[nH]2)cc1,0.177071567,-4.777479303,0.942171717,0,0,0.920507838,0,0,0,0
CHEMBL4163086,4.7,COc1cc(-c2c(-c3cc(Br)c(OC)c(OC)c3)ncn2C)ccc1SC,-0.159595898,29.83913055,1.391879469,0,0,0.818111437,7.047671983,0,0,0
CHEMBL3220083,3.68,Nc1nc2c(nc(C(F)(F)F)n2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,0.382337982,-6.98040425,1.106770833,0,0,0.900038023,0,0,0,0
CHEMBL4067556,4,N#CCc1nnc(Cc2nc3ccccc3[nH]2)o1,0.533235035,0.670370021,1.319548872,0,0,0.88430379,0,0,0,0
CHEMBL4092099,4.12,CN(/N=N/c1ccc(C(N)=O)cc1)C(=O)CCCCc1ccc(O)cc1,-0.058591798,-5.740860237,0.821458915,0,-0.623795562,0.900919449,16.07117052,0,0,0
CHEMBL4791836,3.99,COc1ccc(Nc2nnnn2-c2ccc(F)cc2)cc1,-0.145641928,41.47179138,0.912751678,0,0,0.903071789,0,0,0,0
CHEMBL3613520,4.43,FC(F)(F)c1ccc2[nH]c(-c3cn(-c4ccccc4)nc3-c3ccccc3)nc2c1,0.04746186,11.52968929,0.93020715,0,0,0.90068809,0,0,0,0
CHEMBL4171157,4.92,Cc1cc(S(=O)(=O)/N=C(\N)n2nccc2-c2ccccc2)c(SCc2ccc(Cl)cc2)cc1Cl,0.272666839,-31.26405456,1.136639511,0,-0.259159843,0.903406727,10.13137847,0,0,0
CHEMBL4161446,6.49,COc1ccc(-c2ocnc2-c2cc(OC)c(SC)c(OC)c2)cc1O,-0.107306009,17.08642243,1.33090379,0,0,0.821987243,0,0,0,0
CHEMBL4798577,8.52,C/C=C/C=C/C(=O)NCC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(C(=O)OC)cc21,-0.176855871,-13.80067614,1.424205389,0,-1.226004268,0.860437575,0,1,0,1
CHEMBL4159415,4.7,Cc1cc(S(=O)(=O)/N=C(\N)n2nccc2-c2ccccc2)c(SCc2ccccc2Cl)cc1Cl,0.290615866,-29.85151405,1.142468432,0,-0.265268573,0.903406727,10.13137847,0,0,0
CHEMBL4168564,4.52,Cc1ccc(CSc2cc(Cl)c(C)cc2S(=O)(=O)/N=C(\N)n2nc(C)cc2-c2ccccc2)cc1,0.238364665,-34.03373404,1.138869236,0,-0.236999349,0.888676546,10.13137847,0,0,0
CHEMBL4078834,4.52,CCc1noc(-c2ccccc2)n1,-0.010637932,-8.523428223,1.192646135,0,0,0.870705587,0,0,0,0
CHEMBL4207871,4.3,CCOC1OC(=O)C(Cl)=C1Nc1ccc(-c2ccccc2)cc1,0.019120943,7.496238742,1.080235492,0,-0.115661057,0.910501187,0,0,0,0
CHEMBL3613514,4.3,c1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3[nH]2)cc1,0.191323972,5.945563753,1.064088983,0,0,0.904250002,0,0,0,0
CHEMBL470649,5,COC(=O)c1c(C)cc(O)c(C=O)c1O,1.19687917,8.19413435,1.380952381,0,-0.756388889,0.868873089,0,0,0,0
CHEMBL4174645,4.78,COc1cc(-c2ncoc2-c2cc(Br)c(SC)c(OC)c2)cc(OC)c1OC,0.024184307,31.67606147,1.429452341,0,0,0.783488667,0,0,0,0
CHEMBL4435217,4.97,O=Cc1c(O)ccc2oc(-c3cccc4ccccc34)nc12,0.155556682,-4.86030678,1.046771322,0,0,0.902277932,0,0,0,0
CHEMBL2012325,4.28,CC(C)Cc1ccc(C(C)C(=O)NNC(=O)NC2CCCCC2)cc1,-0.343396269,6.814538599,0.970250265,0,-0.546171231,0.836586497,5.917906046,0,0,0
CHEMBL3805111,4.59,COc1cc(-c2nn(-c3ccccc3)cc2C(=O)/C=C\Nc2ccc(F)cc2)cc(OC)c1OC,0.189731561,9.240962969,1.205186488,0,-0.272643954,0.866792796,0,0,0,0
CHEMBL2012333,4.34,CC(C(=O)NNC(=O)NCc1ccccc1)c1cccc(Oc2ccccc2)c1,-0.449115842,1.4168305,1.062959664,0,-0.798808402,0.912201833,0,0,0,0
CHEMBL3613528,4.3,COc1ccc2[nH]c(-c3cn(-c4ccccc4)nc3-c3ccc(F)cc3)nc2c1,0.221676741,7.095368792,0.925139665,0,0,0.910315104,0,0,0,0
CHEMBL2437053,4.54,CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(C(=O)NCCC(=O)OC)n1C,0.163830868,0.109798163,1.035649161,0,-0.536789827,0.805347474,12.46266245,0,0,0
CHEMBL4740897,7.1,C=CC(=O)NCC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(C(=O)OC)cc21,-0.25042829,-15.37577913,1.402876016,3.378274983,-1.307130846,0.851656596,0,1,0,1
CHEMBL4071894,6.52,O=C1c2ccccc2C(=O)c2sc(-c3nncs3)cc21,-0.021927128,-6.616540647,1.231971154,0,-0.182240174,0.851702024,0,0,0,1
CHEMBL3805309,4.3,COc1ccc(N/C=C\C(=O)c2cn(-c3ccccc3)nc2-c2ccc(OC)cc2)cc1,-0.013985739,-6.226532501,0.96109593,0,-0.153693652,0.882416208,0,0,0,0
CHEMBL4103794,5.92,O=Cc1cc2c(s1)C(=O)c1ccccc1C2=O,-0.025241506,-9.647913712,1.330956278,0,-0.353842593,0.845035556,0,0,0,1
CHEMBL3633636,6.45,CCOC(=O)CC1c2cccc(O)c2C(=O)c2c(O)cccc21,0.475740794,-2.888625338,1.340206186,0,-0.831718921,0.800898975,0,0,0,1
CHEMBL1824862,4,COc1cc(=O)oc2c1[C@H](O)O[C@@H](C)[C@H]2C,1.027273354,-0.837048669,1.331926514,0,0,0.87104358,0,0,0,0
CHEMBL4094471,4.6,Clc1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,0.491726153,-11.15997139,1.133452594,0,0,0.907487504,0,0,0,0
CHEMBL4591601,3.53,COc1ccc(/C=C2\NC(=O)N(CCCCN3CCN(c4cccc(Cl)c4Cl)CC3)C2=O)cc1OC,0.033899032,24.85504721,1.087632275,0,-0.455037644,0.851950581,0,0,0,0
CHEMBL4059857,5.14,CCc1noc(-c2cc3c(s2)Cc2ccccc2C3=O)n1,-0.004862182,-21.72781216,1.104099379,0,0.087574352,0.875383159,0,0,0,1
CHEMBL4065247,6.24,CCc1nc(-c2cc3c(s2)C(=O)c2ccccc2C3=O)no1,-0.036457457,-25.09751134,1.148982558,0,-0.256879829,0.84283678,0,0,0,1
CHEMBL4083305,4,c1cncc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1,0.515916389,-8.550866872,1.171483622,0,0,0.904398176,0,0,0,0
CHEMBL3805065,4.68,COc1cc(N/C=C\C(=O)c2cn(-c3ccccc3)nc2-c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,0.889915673,29.19133763,1.408481749,0,-0.272338409,0.772924205,0,0,0,0
CHEMBL4578835,4.52,CC(=O)c1c(O)ccc2oc(-c3ccccc3)nc12,0.211551892,-11.96444661,1.222891566,0,-0.239804002,0.892231962,0,0,0,0
CHEMBL464443,4.54,O=C1C=CC[C@H](/C=C/c2ccccc2)O1,-0.047625874,-1.637848466,1.03689759,0,-0.260220669,0.920068328,0,0,0,0
CHEMBL4081774,4.52,CCc1noc(-c2cc3oc4ccccc4c(=O)c3s2)n1,-0.139688442,-26.69113595,1.107528756,0,0,0.8783416,0,0,0,0